Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Category,Income Category
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,206,Male,60,Laboratory Technician,Divorced,2348,10901,8,No,18,3,80,20,2,17,9,0,15,41 - 50,<5k
32,No,Travel_Frequently,967,Sales,8,3,Marketing,207,Female,43,Sales Executive,Single,8998,15589,1,No,14,3,80,9,2,9,8,3,7,31 - 40,5k - 10k
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,208,Male,41,Manufacturing Director,Married,4319,26283,1,No,13,3,80,10,1,10,7,0,9,18 - 30,<5k
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,211,Male,34,Manufacturing Director,Married,6132,13983,2,No,17,3,80,10,2,1,0,0,0,51 - 64,5k - 10k
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,214,Female,75,Research Scientist,Married,3346,11873,4,Yes,20,4,80,9,3,1,0,0,0,51 - 64,<5k
40,No,Travel_Rarely,630,Sales,4,4,Marketing,215,Male,67,Sales Executive,Married,10855,8552,7,No,11,3,80,15,2,12,11,2,11,31 - 40,10k - 15k
34,No,Travel_Frequently,303,Sales,2,4,Marketing,216,Female,75,Sales Representative,Married,2231,11314,6,No,18,3,80,6,3,4,3,1,2,31 - 40,<5k
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,217,Male,80,Research Scientist,Married,2323,11992,1,No,24,4,80,2,6,2,2,2,2,18 - 30,<5k
27,No,Non-Travel,691,Research & Development,9,3,Medical,218,Male,57,Research Scientist,Divorced,2024,5970,6,No,18,3,80,6,1,2,2,2,2,18 - 30,<5k
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,221,Male,42,Research Scientist,Married,2713,6672,1,No,11,3,80,5,2,5,2,0,2,18 - 30,<5k
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,223,Male,83,Healthcare Representative,Divorced,9439,23402,3,Yes,16,3,80,12,2,5,3,1,4,51 - 64,5k - 10k
27,No,Non-Travel,1450,Research & Development,3,3,Medical,224,Male,79,Research Scientist,Divorced,2566,25326,1,Yes,15,3,80,1,2,1,1,0,1,18 - 30,<5k
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,226,Female,53,Manager,Single,19926,17053,3,No,15,3,80,21,5,5,4,4,4,41 - 50,15k+
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,227,Male,56,Research Scientist,Divorced,2451,4609,4,No,12,3,80,13,2,9,8,1,8,41 - 50,<5k
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,Female,41,Sales Executive,Married,9419,8053,2,No,12,3,80,12,2,10,9,7,4,18 - 30,5k - 10k
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,230,Female,59,Sales Executive,Single,8686,12930,4,No,22,4,80,12,2,8,3,0,7,31 - 40,5k - 10k
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,231,Male,43,Research Scientist,Single,3038,12430,3,No,20,4,80,8,2,5,4,1,4,31 - 40,<5k
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,233,Male,51,Research Scientist,Married,3058,13364,0,Yes,16,3,80,6,3,5,2,1,1,18 - 30,<5k
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,235,Female,100,Sales Representative,Single,2325,20989,0,No,21,4,80,1,5,0,0,0,0,18 - 30,<5k
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,238,Male,30,Laboratory Technician,Single,2088,15062,4,No,12,3,80,13,3,8,7,7,2,31 - 40,<5k
30,No,Non-Travel,111,Research & Development,9,3,Medical,239,Male,66,Laboratory Technician,Divorced,3072,11012,1,No,11,3,80,12,4,12,9,6,10,18 - 30,<5k
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,240,Female,30,Sales Executive,Divorced,5006,6319,4,Yes,11,3,80,9,3,5,4,0,3,41 - 50,5k - 10k
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,241,Female,67,Research Scientist,Divorced,4257,13939,4,Yes,18,3,80,19,3,2,2,2,2,51 - 64,<5k
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,242,Male,90,Research Scientist,Single,2500,10515,0,No,14,3,80,4,2,3,1,0,2,31 - 40,<5k
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,243,Male,47,Laboratory Technician,Single,1102,9241,1,No,22,4,80,1,3,1,0,1,0,18 - 30,<5k
46,No,Travel_Rarely,526,Sales,1,2,Marketing,244,Female,92,Sales Executive,Divorced,10453,2137,1,No,25,4,80,24,2,24,13,15,7,41 - 50,10k - 15k
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,245,Female,75,Laboratory Technician,Single,2288,6319,1,No,12,3,80,2,3,2,2,2,1,31 - 40,<5k
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,246,Female,95,Research Scientist,Married,3929,6984,8,Yes,23,4,80,7,0,4,2,0,2,31 - 40,<5k
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,247,Female,95,Research Scientist,Single,2311,5711,2,No,15,3,80,9,3,3,2,1,2,31 - 40,<5k
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,248,Female,70,Sales Representative,Single,3140,21728,1,Yes,22,4,80,4,5,4,3,0,2,41 - 50,<5k
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,249,Male,86,Laboratory Technician,Married,3690,3425,2,No,15,3,80,5,2,3,2,0,2,41 - 50,<5k
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,250,Female,57,Manufacturing Director,Divorced,4450,26250,1,No,11,3,80,5,3,4,2,1,3,51 - 64,<5k
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,252,Female,72,Research Scientist,Married,2756,4673,1,No,13,3,80,8,5,8,7,1,6,31 - 40,<5k
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,253,Female,46,Manager,Married,19033,6499,1,No,14,3,80,21,2,20,8,9,9,31 - 40,15k+
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,254,Male,61,Research Director,Single,18722,13339,8,No,11,3,80,36,3,24,15,2,15,51 - 64,15k+
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,256,Male,45,Manufacturing Director,Married,9547,14074,1,No,17,3,80,10,2,10,9,1,9,31 - 40,5k - 10k
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,258,Female,98,Healthcare Representative,Single,13734,7192,3,No,18,3,80,21,6,7,7,1,0,51 - 64,10k - 15k
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,259,Male,65,Manager,Married,19999,5678,0,No,14,3,80,34,5,33,18,11,9,51 - 64,15k+
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,260,Female,99,Research Scientist,Single,2279,11781,1,No,16,3,80,7,2,7,7,0,3,18 - 30,<5k
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,261,Male,50,Manufacturing Director,Married,5916,15497,3,Yes,13,3,80,8,1,1,0,0,1,31 - 40,5k - 10k
43,No,Non-Travel,1344,Research & Development,7,3,Medical,262,Male,37,Research Scientist,Divorced,2089,5228,4,No,14,3,80,7,3,5,4,2,2,41 - 50,<5k
45,No,Non-Travel,1195,Research & Development,2,2,Medical,264,Male,65,Manager,Married,16792,20462,9,No,23,4,80,22,1,20,8,11,8,41 - 50,15k+
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,267,Male,65,Research Scientist,Married,3564,22977,1,Yes,12,3,80,8,3,8,7,1,7,31 - 40,<5k
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,269,Female,37,Laboratory Technician,Single,4425,15986,5,No,11,3,80,10,5,6,2,1,2,31 - 40,<5k
42,No,Non-Travel,926,Research & Development,21,2,Medical,270,Female,36,Manufacturing Director,Divorced,5265,16439,2,No,16,3,80,11,5,5,3,0,2,41 - 50,5k - 10k
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,271,Male,88,Manufacturing Director,Married,6553,7259,9,No,14,3,80,14,3,1,0,0,0,31 - 40,5k - 10k
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,273,Male,54,Manufacturing Director,Married,6261,4185,3,No,18,3,80,9,3,7,7,1,7,31 - 40,5k - 10k
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,274,Male,60,Manufacturing Director,Married,4298,9679,5,No,19,3,80,6,1,2,2,2,0,18 - 30,<5k
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,275,Male,92,Manufacturing Director,Divorced,6804,23793,1,Yes,15,3,80,7,0,7,7,1,7,41 - 50,5k - 10k
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,277,Male,43,Research Scientist,Divorced,3815,5972,1,Yes,17,3,80,5,4,5,3,2,0,31 - 40,<5k
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,281,Male,99,Laboratory Technician,Married,2741,16523,8,Yes,15,3,80,15,2,7,2,3,7,31 - 40,<5k
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,282,Male,70,Healthcare Representative,Married,6673,11354,7,Yes,19,3,80,17,2,1,0,0,0,31 - 40,5k - 10k
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,283,Female,35,Sales Executive,Married,7639,24525,1,No,22,4,80,10,3,10,4,1,9,18 - 30,5k - 10k
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,284,Male,60,Research Scientist,Divorced,2328,12392,1,Yes,16,3,80,4,2,4,2,2,2,18 - 30,<5k
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,286,Female,73,Laboratory Technician,Single,2153,7703,1,No,13,3,80,8,2,8,1,1,7,31 - 40,<5k
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,287,Male,63,Healthcare Representative,Married,4876,14242,9,No,14,3,80,5,5,3,2,0,2,31 - 40,<5k
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,288,Male,97,Healthcare Representative,Divorced,9396,12368,7,No,16,3,80,17,3,4,2,0,3,41 - 50,5k - 10k
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,291,Male,32,Sales Executive,Married,10400,25812,1,No,11,3,80,14,2,14,8,9,8,31 - 40,10k - 15k
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,292,Male,88,Manufacturing Director,Single,8474,20925,1,No,22,4,80,12,2,11,8,5,8,18 - 30,5k - 10k
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,293,Female,90,Sales Executive,Single,9981,12916,1,No,14,3,80,7,2,7,7,0,7,18 - 30,5k - 10k
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,296,Male,81,Research Director,Married,12490,15736,5,No,16,3,80,16,5,10,9,4,7,51 - 64,10k - 15k
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,297,Female,88,Research Scientist,Single,2657,8556,5,Yes,11,3,80,8,5,5,2,0,4,18 - 30,<5k
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,298,Female,75,Manager,Single,13591,14674,3,Yes,18,3,80,16,3,1,0,0,0,41 - 50,10k - 15k
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,299,Female,52,Sales Executive,Single,6696,22967,5,No,15,3,80,9,5,6,3,0,1,18 - 30,5k - 10k
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,300,Male,85,Research Scientist,Single,2058,19757,0,No,14,3,80,7,1,6,2,1,5,18 - 30,<5k
45,No,Non-Travel,1052,Sales,6,3,Medical,302,Female,57,Sales Executive,Single,8865,16840,6,No,12,3,80,23,2,19,7,12,8,41 - 50,5k - 10k
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,303,Female,52,Sales Executive,Married,5940,17011,2,No,14,3,80,16,4,6,2,0,5,51 - 64,5k - 10k
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,304,Male,62,Laboratory Technician,Single,5914,9945,8,No,16,3,80,16,3,13,11,3,7,31 - 40,5k - 10k
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,305,Female,47,Research Scientist,Married,2622,13248,6,No,21,4,80,7,3,3,2,1,1,31 - 40,<5k
37,No,Travel_Frequently,663,Research & Development,11,3,Other,306,Male,47,Research Director,Divorced,12185,10056,1,Yes,14,3,80,10,1,10,8,0,7,31 - 40,10k - 15k
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,307,Male,76,Sales Executive,Divorced,10609,9647,0,No,12,3,80,17,6,16,10,5,13,31 - 40,10k - 15k
31,No,Non-Travel,979,Research & Development,1,4,Medical,308,Male,90,Manufacturing Director,Married,4345,4381,0,No,12,3,80,6,2,5,4,1,4,31 - 40,<5k
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,309,Male,70,Research Scientist,Married,2177,8456,3,No,17,3,80,7,6,1,0,0,0,51 - 64,<5k
37,No,Travel_Frequently,319,Sales,4,4,Marketing,311,Male,41,Sales Representative,Divorced,2793,2539,4,No,17,3,80,13,2,9,8,5,8,31 - 40,<5k
29,No,Travel_Frequently,1413,Sales,1,1,Medical,312,Female,42,Sales Executive,Married,7918,6599,1,No,14,3,80,11,5,11,10,4,1,18 - 30,5k - 10k
35,No,Travel_Frequently,944,Sales,1,3,Marketing,314,Female,92,Sales Executive,Single,8789,9096,1,No,14,3,80,10,3,10,7,0,8,31 - 40,5k - 10k
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,315,Male,86,Research Scientist,Single,2389,14961,1,Yes,13,3,80,4,3,4,3,0,1,18 - 30,<5k
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,316,Female,89,Laboratory Technician,Single,3212,3300,7,No,15,3,80,6,3,2,2,2,2,51 - 64,<5k
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,319,Male,58,Manager,Married,19232,4933,1,No,11,3,80,22,3,22,17,11,15,41 - 50,15k+
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,321,Male,52,Human Resources,Married,2267,25657,8,No,17,3,80,7,2,2,2,2,2,51 - 64,<5k
50,No,Travel_Rarely,854,Sales,1,4,Medical,323,Female,68,Manager,Divorced,19517,24118,3,No,11,3,80,32,3,7,0,0,6,41 - 50,15k+
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,325,Male,58,Laboratory Technician,Married,2436,22149,5,Yes,13,3,80,8,2,5,4,0,4,31 - 40,<5k
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,327,Female,80,Manager,Married,16064,7744,5,Yes,22,4,80,22,3,17,13,1,9,41 - 50,15k+
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,328,Female,39,Laboratory Technician,Married,2707,21509,7,No,20,4,80,13,3,9,7,1,7,31 - 40,<5k
52,No,Non-Travel,771,Sales,2,4,Life Sciences,329,Male,79,Manager,Single,19068,21030,1,Yes,18,3,80,33,2,33,7,15,12,51 - 64,15k+
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,330,Female,56,Sales Representative,Married,3931,20990,2,No,11,3,80,6,5,4,3,1,2,31 - 40,<5k
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,331,Male,62,Laboratory Technician,Single,3730,9571,0,Yes,14,3,80,4,2,3,2,1,2,31 - 40,<5k
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,332,Female,96,Laboratory Technician,Divorced,2232,15417,7,No,14,3,80,7,1,3,2,1,2,31 - 40,<5k
32,No,Non-Travel,976,Sales,26,4,Marketing,333,Male,100,Sales Executive,Married,4465,12069,0,No,18,3,80,4,2,3,2,2,2,31 - 40,<5k
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,334,Male,36,Research Scientist,Divorced,3072,19877,2,No,16,3,80,17,2,1,0,0,0,41 - 50,<5k
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,335,Male,62,Research Scientist,Divorced,3319,24447,1,No,17,3,80,9,3,9,8,4,7,31 - 40,<5k
45,No,Travel_Rarely,252,Research & Development,1,3,Other,336,Male,70,Manager,Married,19202,15970,0,No,11,3,80,25,2,24,0,1,7,41 - 50,15k+
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,337,Male,73,Research Director,Divorced,13675,13523,9,No,12,3,80,9,3,2,2,2,2,31 - 40,10k - 15k
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,338,Female,63,Research Scientist,Married,2911,14776,1,No,13,3,80,2,2,2,2,0,2,31 - 40,<5k
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,339,Male,84,Manufacturing Director,Married,5957,23687,6,No,13,3,80,13,3,11,9,5,9,31 - 40,5k - 10k
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,340,Female,83,Research Scientist,Married,3920,18697,2,No,14,3,80,17,2,3,1,0,2,31 - 40,<5k
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,341,Male,77,Manufacturing Director,Married,6434,5118,4,No,17,3,80,9,1,3,2,0,2,41 - 50,5k - 10k
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,342,Male,61,Manufacturing Director,Divorced,10048,22573,6,No,11,3,80,17,5,1,0,0,0,31 - 40,10k - 15k
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,343,Female,64,Healthcare Representative,Single,10938,6420,0,No,25,4,80,20,1,19,6,11,8,31 - 40,10k - 15k
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,346,Male,60,Research Scientist,Single,2340,22673,1,No,19,3,80,6,1,6,5,1,5,18 - 30,<5k
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,347,Female,82,Research Scientist,Single,6545,23016,3,Yes,13,3,80,10,1,3,2,0,2,41 - 50,5k - 10k
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,349,Male,45,Sales Executive,Divorced,6931,10732,2,No,14,3,80,10,2,3,2,0,2,18 - 30,5k - 10k
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,350,Female,62,Manufacturing Director,Married,4898,7505,0,No,12,3,80,5,3,4,2,1,2,18 - 30,<5k
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,351,Female,56,Laboratory Technician,Divorced,2593,8007,0,Yes,11,3,80,10,4,9,6,7,8,41 - 50,<5k
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,352,Male,49,Research Director,Divorced,19436,5949,0,No,19,3,80,22,5,21,7,3,9,31 - 40,15k+
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,353,Male,96,Research Scientist,Married,2723,23231,1,No,11,3,80,1,0,1,0,0,0,51 - 64,<5k
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,355,Male,71,Laboratory Technician,Single,3479,11652,0,No,11,3,80,6,2,5,4,1,4,31 - 40,<5k
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,359,Male,100,Laboratory Technician,Married,2794,26062,1,No,20,4,80,5,3,5,1,0,3,31 - 40,<5k
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,361,Male,39,Sales Executive,Married,5249,19682,3,No,18,3,80,13,0,8,7,7,5,31 - 40,5k - 10k
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,362,Male,84,Laboratory Technician,Single,2176,19737,4,No,13,3,80,9,5,6,2,0,4,31 - 40,<5k
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,363,Female,75,Manager,Married,16872,14977,3,Yes,12,3,80,28,2,7,7,7,7,41 - 50,15k+
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,364,Male,79,Laboratory Technician,Single,3485,14935,2,No,11,3,80,5,5,0,0,0,0,18 - 30,<5k
29,No,Travel_Rarely,1210,Sales,2,3,Medical,366,Male,78,Sales Executive,Married,6644,3687,2,No,19,3,80,10,2,0,0,0,0,18 - 30,5k - 10k
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,367,Male,64,Healthcare Representative,Married,5582,14408,0,No,21,4,80,10,2,9,0,7,8,31 - 40,5k - 10k
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,369,Male,85,Healthcare Representative,Divorced,4000,18384,1,No,12,3,80,6,2,6,3,1,5,18 - 30,<5k
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,372,Male,79,Healthcare Representative,Married,13496,7501,0,Yes,14,3,80,21,2,20,7,4,10,41 - 50,10k - 15k
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,373,Male,47,Laboratory Technician,Married,3210,20251,0,No,11,3,80,16,4,15,13,10,11,31 - 40,<5k
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,374,Male,81,Manager,Single,19045,18938,0,Yes,14,3,80,37,2,36,10,4,13,51 - 64,15k+
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,376,Male,88,Manager,Married,11849,10268,1,Yes,12,3,80,10,2,10,7,9,9,41 - 50,10k - 15k
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,377,Male,94,Research Scientist,Married,2070,2613,1,No,23,4,80,5,3,5,2,0,4,18 - 30,<5k
37,No,Travel_Rarely,228,Sales,6,4,Medical,378,Male,98,Sales Executive,Married,6502,22825,4,No,14,3,80,7,5,5,4,0,1,31 - 40,5k - 10k
21,No,Travel_Rarely,996,Research & Development,3,2,Medical,379,Male,100,Research Scientist,Single,3230,10531,1,No,17,3,80,3,4,3,2,1,0,18 - 30,<5k
37,No,Non-Travel,728,Research & Development,1,4,Medical,380,Female,80,Research Director,Divorced,13603,11677,2,Yes,18,3,80,15,2,5,2,0,2,31 - 40,10k - 15k
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,381,Female,71,Manager,Divorced,11996,19100,7,No,18,3,80,10,6,7,7,6,2,31 - 40,10k - 15k
38,No,Travel_Rarely,322,Sales,7,2,Medical,382,Female,44,Sales Executive,Divorced,5605,19191,1,Yes,24,4,80,8,3,8,0,7,7,31 - 40,5k - 10k
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,384,Female,84,Manufacturing Director,Divorced,6397,26767,1,No,20,4,80,6,6,6,5,1,4,18 - 30,5k - 10k
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,385,Male,96,Research Director,Divorced,19144,15815,3,No,14,3,80,28,4,10,4,1,6,41 - 50,15k+
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,386,Male,45,Research Director,Married,17584,21016,3,Yes,16,3,80,21,5,5,3,1,3,51 - 64,15k+
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,387,Male,99,Sales Executive,Married,4907,24532,1,No,25,4,80,20,3,20,16,11,6,41 - 50,<5k
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,388,Male,44,Sales Executive,Single,4554,20260,1,No,18,3,80,10,3,10,7,0,9,18 - 30,<5k
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,389,Male,37,Laboratory Technician,Married,5415,15972,3,Yes,19,3,80,12,4,10,7,0,8,51 - 64,5k - 10k
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,390,Male,60,Healthcare Representative,Married,4741,22722,1,Yes,13,3,80,5,3,5,3,3,3,18 - 30,<5k
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,391,Female,42,Research Scientist,Single,2115,15881,1,No,12,3,80,17,3,17,12,5,7,31 - 40,<5k
44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,392,Male,43,Laboratory Technician,Divorced,3161,19920,3,Yes,22,4,80,19,0,1,0,0,0,41 - 50,<5k
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,393,Male,82,Healthcare Representative,Divorced,5745,18899,9,No,14,3,80,10,2,2,2,1,2,31 - 40,5k - 10k
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,394,Male,45,Laboratory Technician,Divorced,2373,14180,2,Yes,13,3,80,5,2,3,2,0,2,18 - 30,<5k
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,395,Female,66,Research Scientist,Single,3310,4488,1,No,21,4,80,5,3,5,3,0,2,18 - 30,<5k
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,396,Female,35,Research Director,Single,18665,25594,9,Yes,11,3,80,22,4,3,2,1,2,41 - 50,15k+
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,397,Male,30,Research Scientist,Single,4485,26285,4,No,12,3,80,10,2,8,0,7,7,31 - 40,<5k
31,No,Travel_Frequently,444,Sales,5,3,Marketing,399,Female,84,Sales Representative,Divorced,2789,3909,1,No,11,3,80,2,5,2,2,2,2,31 - 40,<5k
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,401,Male,48,Sales Executive,Single,5828,8450,1,Yes,12,3,80,8,0,8,7,7,4,18 - 30,5k - 10k
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,403,Male,53,Research Scientist,Married,2326,11411,1,Yes,12,3,80,4,3,4,2,1,2,31 - 40,<5k
42,No,Travel_Frequently,555,Sales,26,3,Marketing,404,Female,77,Sales Executive,Married,13525,14864,5,No,14,3,80,23,2,20,4,4,8,41 - 50,10k - 15k
